"Education","Marital_Status","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","Income_Clean","Age"
"Graduation","Married",0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,"SP",59594,59
"Master","Together",1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,"SP",18492,42
"Graduation","Single",0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,"SP",94472,66
"Graduation","Single",0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,"US",70337,45
"Graduation","Single",1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,"GER",34853,51
"PhD","Single",1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,"SP",16269,40
"Graduation","Together",1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,"AUS",50272,42
"Graduation","Single",1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,"SA",22804,53
"Graduation","Single",1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,"SP",22804,53
"Graduation","Married",1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,"SA",30631,50
"PhD","Single",0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,"SA",78420,58
"Graduation","Single",0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,"SP",81741,44
"Graduation","Married",1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,0,"AUS",25721,53
"Graduation","Single",0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,"GER",31907,52
"Graduation","Divorced",1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,"CA",37859,62
"Graduation","Together",1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,"SP",30261,52
"Graduation","Together",1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,"GER",21645,45
"2n Cycle","Divorced",1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,"SP",21282,46
"Graduation","Together",1,1,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,"IND",32144,70
"Master","Divorced",0,1,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,"CA",62637,70
"Graduation","Together",2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,"SA",16626,53
"2n Cycle","Married",1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,"SP",54690,53
"2n Cycle","Married",1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,"SP",54690,53
"PhD","Single",0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,"SP",61284,69
"2n Cycle","Married",1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,"AUS",23718,48
"PhD","Single",0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,"SP",33419,62
"Graduation","Divorced",0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,"SA",82025,41
"Basic","Single",1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,"SP",15056,66
"Graduation","Married",0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,"CA",48192,66
"2n Cycle","Together",1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,"SP",67309,57
"Graduation","Widow",0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,"IND",66033,67
"Graduation","Single",1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,"SP",28769,47
"PhD","Together",0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,"CA",6835,67
"Graduation","Married",1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,"SP",32880,38
"2n Cycle","Single",1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,"SP",23616,42
"Graduation","Married",1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,"IND",19419,43
"Graduation","Married",1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,"SP",34961,51
"Graduation","Divorced",0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,"SA",64892,48
"2n Cycle","Married",1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,"IND",16248,36
"Graduation","Together",1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,"SP",43776,41
"Graduation","Single",0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,"IND",52074,57
"Basic","Widow",0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,"AUS",22123,64
"Master","Single",1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,"SA",35544,46
"2n Cycle","Married",1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,"SP",59060,35
"Graduation","Married",0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,"SP",65665,48
"Graduation","Divorced",1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,"SP",29819,53
"Graduation","Single",0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,"SP",81217,35
"Graduation","Single",0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,"SP",81217,35
"Graduation","Single",1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,"SP",26095,34
"2n Cycle","Divorced",0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,"CA",65706,54
"Graduation","Divorced",1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,"SA",31859,48
"PhD","Married",0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,"SP",93027,83
"Graduation","Divorced",0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,"AUS",58710,54
"Master","Together",1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,"SP",49618,58
"Master","Single",0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,"SP",58308,60
"Graduation","Married",1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,"SP",40800,60
"Graduation","Married",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,"SP",18690,65
"Graduation","Married",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,"GER",18690,65
"Graduation","Married",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,"SP",18690,65
"Graduation","Together",1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,"IND",28087,66
"Graduation","Together",1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,"SA",75702,57
"PhD","Together",1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,"SA",32892,53
"PhD","Together",1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,"SP",32892,53
"Master","Together",0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,"SP",89120,65
"Graduation","Married",1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,"SA",27116,63
"Graduation","Single",1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,"SA",46107,35
"PhD","Single",1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,"SP",54466,51
"Graduation","Single",0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,"CA",59686,59
"Graduation","Divorced",0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,"SA",82460,74
"PhD","Single",0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,"SP",76045,64
"Graduation","Divorced",0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,"SP",83829,49
"Graduation","Divorced",0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,"SP",83829,49
"Master","Together",1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,"SP",32889,56
"Master","Divorced",1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,"SA",33462,45
"Graduation","Divorced",2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,"SA",36627,49
"Graduation","Married",1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,"IND",28718,42
"Graduation","Married",1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,"SP",77981,52
"Graduation","Single",0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,"SP",60230,68
"Graduation","Together",0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,"SP",74918,55
"Graduation","Single",0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,"SP",40464,71
"Master","Single",0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,"SP",64857,68
"Master","Single",0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,"CA",64857,68
"Graduation","Together",0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,"SP",63381,64
"Graduation","Together",0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,"SP",63381,64
"2n Cycle","Together",0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,"SP",66664,42
"2n Cycle","Together",0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,"SA",66664,42
"Graduation","Single",1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,"SP",86358,58
"Graduation","Married",1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,"SA",41443,47
"PhD","Married",0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,"CA",57072,63
"Graduation","Together",0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,"GER",54178,57
"PhD","Single",1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,"AUS",48767,74
"Master","Single",1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,"CA",51124,69
"Graduation","Single",1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,"US",43020,54
"Graduation","Single",0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,"IND",49980,61
"Graduation","Single",0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,"SP",72906,69
"2n Cycle","Together",1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,"GER",25176,48
"Graduation","Together",0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,"SP",96876,47
"2n Cycle","Married",1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,"GER",31086,45
"Graduation","Single",1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,"SP",24072,41
"Graduation","Divorced",0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,"SP",76773,70
"Graduation","Married",0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,"AUS",72190,59
"PhD","Married",0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,"IND",83837,76
"Graduation","Married",1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,"SP",17345,46
"Master","Single",0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,"US",75154,66
"Basic","Married",0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,"IND",28249,63
"Basic","Married",0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,"SP",28249,63
"Master","Married",0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,"IND",69661,44
"PhD","Together",1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,"SA",27922,45
"Master","Together",0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,"SA",45903,58
"Master","Single",1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,"SP",36273,47
"Master","Married",0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,"SP",70777,56
"Graduation","Married",1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,"CA",17148,48
"Master","Together",0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,"GER",66476,55
"Master","Married",1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,"US",45057,45
"Graduation","Married",1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,"SP",41120,56
"Master","Single",2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,"IND",19485,38
"PhD","Together",1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,"SP",21840,41
"2n Cycle","Single",1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,"SP",41473,39
"2n Cycle","Divorced",1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,"SP",31395,68
"PhD","Widow",0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,"SP",68117,77
"2n Cycle","Widow",0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,"SP",47682,49
"Master","Married",0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,"SP",83151,52
"PhD","Divorced",0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,"SP",58086,55
"PhD","Together",0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,"SP",84460,66
"Graduation","Single",0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,"SP",66565,62
"Graduation","Divorced",1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,"SP",23910,55
"Graduation","Single",1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,"IND",35893,56
"Graduation","Divorced",1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,"US",71128,51
"2n Cycle","Together",1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,"IND",38683,35
"Graduation","Married",1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,"US",37150,53
"Graduation","Married",0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,"SP",61064,48
"PhD","Married",0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,"IND",51650,48
"Master","Together",0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,"SP",55249,68
"PhD","Single",1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,"IND",46854,51
"Basic","Married",0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,"SP",14421,28
"PhD","Together",0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,"GER",54132,55
"Graduation","Divorced",0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"SP",153924,49
"Graduation","Married",1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,"SP",64813,46
"Master","Married",0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,"CA",61872,54
"Graduation","Married",0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,"IND",58025,45
"Master","Married",0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,"SA",83790,76
"Graduation","Together",1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,"AUS",34350,45
"PhD","Widow",1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,"SP",33438,66
"2n Cycle","Married",1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,"SP",21955,38
"PhD","Married",0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,"SP",60491,53
"PhD","Married",0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,"SP",59304,60
"Graduation","Married",1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,"SP",34421,50
"Graduation","Married",1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,"SA",34421,50
"PhD","Single",1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,"IND",51411,71
"Graduation","Divorced",0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,"SP",71964,66
"PhD","Together",1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,"SP",64504,71
"Graduation","Married",0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,"SP",49678,63
"Master","Single",0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,"SA",60482,48
"PhD","Single",0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,"SA",55260,52
"Master","Widow",0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,"SP",67369,55
"Master","Together",1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,"SA",47175,62
"Graduation","Divorced",0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,"US",68743,57
"PhD","Together",1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,"SP",56937,43
"Graduation","Together",1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,"SA",83033,38
"Graduation","Single",1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,"IND",37697,48
"Graduation","Single",1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,"SP",37697,48
"Graduation","Married",1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,"SP",44689,73
"2n Cycle","Married",1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,"CA",23162,54
"Graduation","Divorced",0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,"US",63033,65
"PhD","Single",1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,"CA",40304,57
"Graduation","Married",1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,"US",40059,40
"Graduation","Married",0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,"IND",80067,70
"PhD","Single",1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,"SP",36038,43
"Graduation","Together",1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,"SP",40521,56
"PhD","Married",0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,"SP",66334,68
"Graduation","Single",1,0,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,"IND",11012,40
"Graduation","Divorced",1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,"SP",31615,48
"PhD","Married",0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,"SP",69098,75
"Graduation","Widow",0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,"SP",70792,73
"Graduation","Married",1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,"SP",17688,45
"Basic","Married",1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,"SA",25443,35
"PhD","Married",0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,"SP",57091,52
"2n Cycle","Single",1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,"SP",24336,43
"2n Cycle","Married",1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,"SA",51111,43
"Graduation","Single",1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,"SP",44503,52
"Master","Married",0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,"CA",56850,53
"PhD","Single",0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,"SP",66582,55
"2n Cycle","Married",0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,"SP",23148,39
"Graduation","Married",0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,"GER",82224,60
"PhD","Married",1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,"SP",61917,50
"Graduation","Together",2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,"IND",43482,58
"Graduation","Divorced",1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,"SA",68274,45
"Graduation","Single",1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,"SP",42373,50
"Graduation","Single",1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,"AUS",57537,45
"PhD","Widow",0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,"CA",80995,66
"Graduation","Divorced",1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,"CA",30992,48
"Graduation","Divorced",1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,"CA",30992,48
"PhD","Together",0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,"SP",78642,53
"Graduation","Married",0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,"SA",74268,69
"Graduation","Together",0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,"SP",75072,62
"Graduation","Together",0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,"SP",56253,61
"Graduation","Together",0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,"SP",59925,69
"Graduation","Together",0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,"SP",62807,64
"Graduation","Together",0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,"CA",62807,64
"PhD","Married",1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,"GER",23626,54
"Master","Together",1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,"SA",46106,48
"Graduation","Married",0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,"SP",81168,59
"Graduation","Married",1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,"SP",27244,45
"Graduation","Together",1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,"IND",26091,67
"Graduation","Together",1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,"SP",26091,67
"Master","Married",1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,"AUS",43142,55
"Graduation","Together",1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,"SP",38232,53
"Graduation","Married",0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,"GER",92533,39
"Graduation","Widow",0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,"SP",63285,79
"Graduation","Together",0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,"US",38946,69
"Graduation","Together",0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,"CA",38946,69
"PhD","Married",0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,"SA",40233,49
"2n Cycle","Married",1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,"SP",46831,55
"Graduation","Together",0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,"SP",67605,37
"Master","Single",0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,"CA",70379,48
"2n Cycle","Divorced",0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,"SP",77297,67
"Graduation","Married",0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,"CA",55759,62
"Master","Single",2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,"SP",58217,73
"Graduation","Together",0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,"SA",51369,48
"Graduation","Together",0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,"SA",51369,48
"Graduation","Single",0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,"SP",91249,68
"2n Cycle","Together",0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,"SP",52513,46
"Master","Married",1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,"SA",44159,54
"Graduation","Together",0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,"SP",76081,62
"Graduation","Together",0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,"IND",76081,62
"Graduation","Divorced",1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,"AUS",39996,50
"PhD","Together",0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,"SP",55012,51
"Graduation","Single",0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,"SA",77457,77
"Graduation","Single",0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,"US",80695,61
